Database                             Lab        #Cont        Global   #Ex             #Rules         #Train     #ErrorTrain  #Test      #TestWNC   #Error     %NC        TrainTime    Nose                      TestTime
===============                      -nlabel    3            -LM            5         -ld             2         -IM          4          -acc       0          -w         4            -Nit                      -O                        chi_bd_databases.results
fars_Nonincapaciting_Evident_Injury  3          5            Global    100968.000000  993007.600000  89.524296  10.475704    83.612630  85.490575  14.509425  2.196737   16.404545    0.000000                  1.007538                  0.000000                  0.000000  0.000000
KDDCup99_dos                         3          33           Global   4898431.000000  418254.000000  99.035189  0.964811     99.940695  99.954510  0.045490   0.013821   698.128252   0.000000                  24.097072                 0.000000                  0.000000  0.000000
KDDCup99_normal                      3          33           Global   4898431.000000  418191.400000  98.996870  1.003130     99.924404  99.938053  0.061947   0.013657   647.517171   0.000000                  22.980336                 0.000000                  0.000000  0.000000
KDDCup99_probe                       3          33           Global   4898431.000000  418215.200000  99.974017  0.025983     99.977523  99.991343  0.008657   0.013821   667.235209   0.000000                  22.968170                 0.000000                  0.000000  0.000000
KDDCup99_r2l                         3          33           Global   4898431.000000  418284.200000  99.955434  0.044566     99.977421  99.990996  0.009004   0.013576   657.165049   0.000000                  23.056916                 0.000000                  0.000000  0.000000
poker0                               3          10           Global   1025009.000000  59048.800000   57.054326  42.945674    63.736513  63.736513  36.263487  0.000000   36.276150    0.000000                  3.963039                  0.000000                  0.000000  0.000000
poker1                               3          10           Global   1025009.000000  59049.000000   57.969519  42.030481    59.458893  59.458893  40.541107  0.000000   33.077042    0.000000                  3.897857                  0.000000                  0.000000  0.000000
poker2                               3          10           Global   1025009.000000  59049.000000   95.211208  4.788792     95.236335  95.236335  4.763665   0.000000   31.011909    0.000000                  1.880219                  0.000000                  0.000000  0.000000
poker3                               3          10           Global   1025009.000000  59049.000000   97.873659  2.126341     97.889384  97.889384  2.110616   0.000000   34.058386    0.000000                  1.976961                  0.000000                  0.000000  0.000000
skin                                 3          3            Global    245057.000000  27.000000      76.435571  23.564429    91.153895  91.153895  8.846105   0.000000   1.685843     0.000000                  0.149643                  0.000000                  0.000000  0.000000
susy                                 3          18           Global   5000000.000000  508486.600000  61.802448  38.197552    63.922080  63.922093  36.077907  0.000020   1285.112697  0.000000                  53.727240                 0.000000                  0.000000  0.000000

=====================                parameter  experiment:  -nlabel        3         -LM             1         -wCP         -IM        4          -acc       0          -Nit         -O                        chi_bd_databases.results
census                               3          13           Global    142521.000000  64166.800000   98.672301  1.327699     52.609789  95.700905  4.299095   45.027051  1414.199694  0.000000                  1.156879                  0.000000                  0.000000  0.000000
covtype1                             3          10           Global    581012.000000  8859.200000    78.915324  21.084676    75.524602  75.525122  24.474878  0.000688   1986.001307  0.000000                  7.854461                  0.000000                  0.000000  0.000000
covtype2                             3          10           Global    581012.000000  8862.200000    76.763819  23.236181    73.652007  73.652261  26.347739  0.000344   1994.839800  0.000000                  8.152013                  0.000000                  0.000000  0.000000
covtype3                             3          10           Global    581012.000000  8866.000000    96.749336  3.250664     96.203176  96.204170  3.795830   0.001033   1985.412092  0.000000                  5.704458                  0.000000                  0.000000  0.000000
covtype7                             3          10           Global    581012.000000  8859.800000    98.639529  1.360471     98.029989  98.030327  1.969673   0.000344   1987.323385  0.000000                  5.552457                  0.000000                  0.000000  0.000000
fars_Fatal_Injury                    3          5            Global    100968.000000  27765.400000   99.549857  0.450143     92.376792  99.132697  0.867303   6.815032   484.094414   0.000000                  0.879038                  0.000000                  0.000000  0.000000
fars_Incapaciting_Injury             3          5            Global    100968.000000  27760.200000   90.301630  9.698370     81.106884  87.023838  12.976162  6.799186   482.733478   0.000000                  1.007805                  0.000000                  0.000000  0.000000
fars_No_Injury                       3          5            Global    100968.000000  27764.800000   96.767045  3.232955     89.254022  95.771220  4.228780   6.805128   483.004156   0.000000                  1.014625                  0.000000                  0.000000  0.000000
fars_Nonincapaciting_Evident_Injury  3          5            Global    100968.000000  27767.600000   88.987105  11.012895    79.623246  85.451008  14.548992  6.819985   483.782156   0.000000                  0.998864                  0.000000                  0.000000  0.000000
