Database Lab #Cont Global #Ex #Rules #Train #ErrorTrain #Test #TestWNC #Error %NC TrainTime Nose TestTime
KDDCup99_normal 3 33 Global 4898431,000000 4259,200000 0,998911 -1,000000 0,999023 0,999160 -1,000000 0,006961 115,701019 0,000000 21,766953 0,000000 0,000000 0,000000
KDDCup99_probe 3 33 Global 4898431,000000 4256,600000 0,992390 -1,000000 0,992225 0,992894 -1,000000 0,006819 117,623462 0,000000 21,822778 0,000000 0,000000 0,000000
KDDCup99_r2l 3 33 Global 4898431,000000 4260,200000 0,739116 -1,000000 0,503661 0,507531 -1,000000 0,006982 123,406335 0,000000 21,879549 0,000000 0,000000 0,000000
poker0 3 10 Global 1025009,000000 56105,600000 0,668922 -1,000000 0,622494 0,622494 -1,000000 0,000000 7,735314 0,000000 2,688972 0,000000 0,000000 0,000000
poker1 3 10 Global 1025009,000000 56093,800000 0,607642 -1,000000 0,508190 0,508190 -1,000000 0,000098 8,440825 0,000000 2,914549 0,000000 0,000000 0,000000
poker2 3 10 Global 1025009,000000 56156,400000 0,206757 -1,000000 0,103156 0,103156 -1,000000 0,000000 7,847798 0,000000 1,682171 0,000000 0,000000 0,000000
poker3 3 10 Global 1025009,000000 56182,400000 0,212155 -1,000000 0,098225 0,098225 -1,000000 0,000000 8,448497 0,000000 1,665073 0,000000 0,000000 0,000000
skin 3 3 Global 245057,000000 25,000000 0,883952 -1,000000 0,836810 0,836810 -1,000000 0,000000 0,951541 0,000000 0,152553 0,000000 0,000000 0,000000
susy 3 18 Global 5000000,000000 10516,600000 0,571495 -1,000000 0,649571 0,649573 -1,000000 0,000260 74,799969 0,000000 37,282747 0,000000 0,000000 0,000000
============= -acc 2 Considering nominal variables like nominal

census 3 9 Global 142521,000000 66295,200000 0,927127 -1,000000 0,266570 0,616775 -1,000000 48,886131 5,022654 0,000000 1,352422 0,000000 0,000000 0,000000
covtype1 3 10 Global 581012,000000 8859,200000 0,740292 -1,000000 0,747086 0,747091 -1,000000 0,000688 22,081624 0,000000 6,807373 0,000000 0,000000 0,000000
covtype2 3 10 Global 581012,000000 8862,200000 0,767036 -1,000000 0,770187 0,770190 -1,000000 0,000344 22,848538 0,000000 6,936634 0,000000 0,000000 0,000000
covtype3 3 10 Global 581012,000000 8866,000000 0,849329 -1,000000 0,881070 0,881075 -1,000000 0,001033 20,674079 0,000000 6,062478 0,000000 0,000000 0,000000
covtype7 3 10 Global 581012,000000 8859,800000 0,860680 -1,000000 0,852952 0,852953 -1,000000 0,000344 22,004738 0,000000 6,240199 0,000000 0,000000 0,000000
fars_Fatal_Injury 3 5 Global 100968,000000 49726,800000 0,999368 -1,000000 0,505293 0,998163 -1,000000 42,476825 2,977111 0,000000 0,636720 0,000000 0,000000 0,000000
fars_Incapaciting_Injury 3 5 Global 100968,000000 49667,200000 0,863422 -1,000000 0,399539 0,657860 -1,000000 42,500590 2,972246 0,000000 0,655249 0,000000 0,000000 0,000000
fars_No_Injury 3 5 Global 100968,000000 49695,200000 0,979405 -1,000000 0,610528 0,948641 -1,000000 42,434240 2,787286 0,000000 0,630324 0,000000 0,000000 0,000000
fars_Nonincapaciting_Evident_Injury 3 5 Global 100968,000000 49640,600000 0,824331 -1,000000 0,372710 0,589488 -1,000000 42,575867 2,715140 0,000000 0,609800 0,000000 0,000000 0,000000
KDDCup99_dos 3 33 Global 4898431,000000 5387,000000 0,999658 -1,000000 0,999189 0,999668 -1,000000 0,020843 149,948306 0,000000 25,583698 0,000000 0,000000 0,000000
KDDCup99_normal 3 33 Global 4898431,000000 5379,600000 0,999365 -1,000000 0,999134 0,999424 -1,000000 0,021231 149,862770 0,000000 25,178892 0,000000 0,000000 0,000000
KDDCup99_probe 3 33 Global 4898431,000000 5379,600000 0,995741 -1,000000 0,990968 0,997422 -1,000000 0,020986 147,836387 0,000000 25,813497 0,000000 0,000000 0,000000
KDDCup99_r2l 3 33 Global 4898431,000000 5381,800000 0,887389 -1,000000 0,796200 0,803456 -1,000000 0,020762 149,560809 0,000000 25,425474 0,000000 0,000000 0,000000
poker0 3 10 Global 1025009,000000 56105,600000 0,668922 -1,000000 0,622494 0,622494 -1,000000 0,000000 8,847458 0,000000 2,715191 0,000000 0,000000 0,000000
poker1 3 10 Global 1025009,000000 56093,800000 0,607642 -1,000000 0,508190 0,508190 -1,000000 0,000098 8,186413 0,000000 3,090071 0,000000 0,000000 0,000000
poker2 3 10 Global 1025009,000000 56156,400000 0,206757 -1,000000 0,103156 0,103156 -1,000000 0,000000 7,747362 0,000000 1,739089 0,000000 0,000000 0,000000
poker3 3 10 Global 1025009,000000 56182,400000 0,212155 -1,000000 0,098225 0,098225 -1,000000 0,000000 7,636199 0,000000 1,784882 0,000000 0,000000 0,000000
skin 3 3 Global 245057,000000 25,000000 0,883952 -1,000000 0,836810 0,836810 -1,000000 0,000000 0,947941 0,000000 0,128221 0,000000 0,000000 0,000000
susy 3 18 Global 5000000,000000 10516,600000 0,571495 -1,000000 0,649571 0,649573 -1,000000 0,000260 74,799969 0,000000 37,282747 0,000000 0,000000 0,000000
============= -acc 2 -wCP

census 3 9 Global 142521,000000 66295,200000 0,927127 -1,000000 0,265747 0,614892 -1,000000 48,886131 1502,092719 0,000000 1,335049 0,000000 0,000000 0,000000
covtype1 3 10 Global 581012,000000 8859,200000 0,740292 -1,000000 0,676680 0,676684 -1,000000 0,000688 1986,282259 0,000000 7,924784 0,000000 0,000000 0,000000
covtype2 3 10 Global 581012,000000 8862,200000 0,767036 -1,000000 0,732046 0,732049 -1,000000 0,000344 1987,286724 0,000000 8,094431 0,000000 0,000000 0,000000
covtype3 3 10 Global 581012,000000 8866,000000 0,849329 -1,000000 0,895379 0,895384 -1,000000 0,001033 1994,669992 0,000000 5,798817 0,000000 0,000000 0,000000
covtype7 3 10 Global 581012,000000 8859,800000 0,860680 -1,000000 0,784401 0,784402 -1,000000 0,000344 1986,358793 0,000000 5,608719 0,000000 0,000000 0,000000
fars_Fatal_Injury 3 5 Global 100968,000000 49726,800000 0,999368 -1,000000 0,505293 0,998163 -1,000000 42,476825 671,766990 0,000000 0,484291 0,000000 0,000000 0,000000
fars_Incapaciting_Injury 3 5 Global 100968,000000 49686,400000 0,863422 -1,000000 0,401753 0,661482 -1,000000 42,498609 664,422451 0,000000 0,664300 0,000000 0,000000 0,000000
fars_No_Injury 3 5 Global 100968,000000 49701,400000 0,979405 -1,000000 0,611622 0,950312 -1,000000 42,433250 665,667883 0,000000 0,514546 0,000000 0,000000 0,000000
fars_Nonincapaciting_Evident_Injury 3 5 Global 100968,000000 49666,600000 0,824331 -1,000000 0,367793 0,581664 -1,000000 42,569925 662,999962 0,000000 0,570055 0,000000 0,000000 0,000000
============= -acc 2 Considering nominal variables like nominal and -w 4
census 3 9 Global 142521,000000 66295,200000 0,927127 -1,000000 0,323364 0,748079 -1,000000 48,886131 5,238724 0,000000 1,269998 0,000000 0,000000 0,000000
covtype1 3 10 Global 581012,000000 8859,200000 0,740292 -1,000000 0,771367 0,771372 -1,000000 0,000688 24,782217 0,000000 6,475366 0,000000 0,000000 0,000000
covtype2 3 10 Global 581012,000000 8862,200000 0,767036 -1,000000 0,769958 0,769961 -1,000000 0,000344 25,674762 0,000000 6,518576 0,000000 0,000000 0,000000
covtype3 3 10 Global 581012,000000 8866,000000 0,849329 -1,000000 0,951701 0,951706 -1,000000 0,001033 22,243781 0,000000 5,715303 0,000000 0,000000 0,000000
covtype7 3 10 Global 581012,000000 8859,800000 0,860680 -1,000000 0,931258 0,931260 -1,000000 0,000344 22,537390 0,000000 5,673266 0,000000 0,000000 0,000000
fars_Fatal_Injury 3 5 Global 100968,000000 49727,400000 0,999368 -1,000000 0,505293 0,998163 -1,000000 42,476825 2,947643 0,000000 0,521413 0,000000 0,000000 0,000000
fars_Incapaciting_Injury 3 5 Global 100968,000000 49725,200000 0,863422 -1,000000 0,480456 0,790104 -1,000000 42,456021 2,924254 0,000000 0,553564 0,000000 0,000000 0,000000
fars_No_Injury 3 5 Global 100968,000000 49720,600000 0,979405 -1,000000 0,615503 0,955736 -1,000000 42,404528 2,558397 0,000000 0,525167 0,000000 0,000000 0,000000
fars_Nonincapaciting_Evident_Injury 3 5 Global 100968,000000 49711,600000 0,824331 -1,000000 0,484866 0,765859 -1,000000 42,519414 2,827565 0,000000 0,649923 0,000000 0,000000 0,000000
KDDCup99_dos 3 33 Global 4898431,000000 5387,400000 0,999658 -1,000000 0,999201 0,999680 -1,000000 0,020803 155,741865 0,000000 24,537390 0,000000 0,000000 0,000000
KDDCup99_normal 3 33 Global 4898431,000000 5379,800000 0,999365 -1,000000 0,999263 0,999553 -1,000000 0,021211 154,137353 0,000000 24,655576 0,000000 0,000000 0,000000
KDDCup99_probe 3 33 Global 4898431,000000 5379,600000 0,995741 -1,000000 0,992544 0,999008 -1,000000 0,020986 153,418573 0,000000 24,245429 0,000000 0,000000 0,000000
KDDCup99_r2l 3 33 Global 4898431,000000 5381,800000 0,887389 -1,000000 0,983748 0,992696 -1,000000 0,020762 155,880462 0,000000 23,917986 0,000000 0,000000 0,000000
poker0 3 10 Global 1025009,000000 56181,600000 0,668922 -1,000000 0,622404 0,622404 -1,000000 0,000000 10,301470 0,000000 2,978057 0,000000 0,000000 0,000000
poker1 3 10 Global 1025009,000000 56181,600000 0,607642 -1,000000 0,567926 0,567926 -1,000000 0,000098 10,749090 0,000000 3,053197 0,000000 0,000000 0,000000
poker2 3 10 Global 1025009,000000 56177,400000 0,206757 -1,000000 0,541126 0,541126 -1,000000 0,000000 10,033058 0,000000 2,060745 0,000000 0,000000 0,000000
poker3 3 10 Global 1025009,000000 56190,000000 0,212155 -1,000000 0,595371 0,595371 -1,000000 0,000000 11,001730 0,000000 1,922905 0,000000 0,000000 0,000000
skin 3 3 Global 245057,000000 25,000000 0,883952 -1,000000 0,938098 0,938098 -1,000000 0,000000 1,286311 0,000000 0,130074 0,000000 0,000000 0,000000
susy 3 18 Global 5000000,000000 10516,600000 0,571495 -1,000000 0,672173 0,672175 -1,000000 0,000260 90,482355 0,000000 38,159528 0,000000 0,000000 0,000000
