iris 3 4 Global 150.000000 49.800000 81.260167 18.739833 96.666667 96.666667 3.333333 0.000000 0.000817 0.000000 0.000030 0.000000 0.000000 0.000000
iris 3 4 Global 150.000000 49.800000 81.260167 18.739833 96.666667 96.666667 3.333333 0.000000 0.001105 0.000000 0.000036 0.000000 0.000000 0.000000
wine 3 13 Global 178.000000 14108.000000 95.357988 4.642012 96.078431 96.078431 3.921569 0.000000 0.021569 0.000000 0.000389 0.000000 0.000000 0.000000
wine 3 13 Global 178.000000 124.500000 99.438276 0.561724 89.248366 91.803922 8.196078 2.843137 0.001195 0.000000 0.000659 0.000000 0.000000 0.000000
iris 3 4 Global 150.000000 14.700000 92.000000 8.000000 94.666667 94.666667 5.333333 0.000000 0.000900 0.000000 0.000044 0.000000 0.000000 0.000000
iris 4 4 Global 150.000000 26.000000 85.555556 14.444444 90.000000 90.000000 10.000000 0.000000 0.000971 0.000000 0.000039 0.000000 0.000000 0.000000
iris 3 4 Global 150.000000 14.700000 92.000000 8.000000 94.666667 94.666667 5.333333 0.000000 0.000838 0.000000 0.000031 0.000000 0.000000 0.000000
iris 4 4 Global 150.000000 26.000000 85.555556 14.444444 90.000000 90.000000 10.000000 0.000000 0.000728 0.000000 0.000037 0.000000 0.000000 0.000000
iris 7 4 Global 150.000000 66.100000 98.000000 2.000000 92.000000 94.516484 5.483516 2.666667 0.000708 0.000000 0.000049 0.000000 0.000000 0.000000
iris 5 4 Global 150.000000 45.500000 95.629630 4.370370 94.666667 94.666667 5.333333 0.000000 0.001276 0.000000 0.000069 0.000000 0.000000 0.000000
iris 7 4 Global 150.000000 66.100000 98.000000 2.000000 92.000000 94.516484 5.483516 2.666667 0.001006 0.000000 0.000043 0.000000 0.000000 0.000000
iris 3 4 Global 150.000000 52.500000 73.941787 26.058213 93.333333 93.333333 6.666667 0.000000 0.001419 0.000000 0.000053 0.000000 0.000000 0.000000
wine 3 13 Global 178.000000 951.100000 98.158307 1.841693 92.647059 93.692810 6.307190 1.111111 0.001928 0.000000 0.000487 0.000000 0.000000 0.000000
iris 7 4 Global 150.000000 66.100000 98.000000 2.000000 92.000000 94.516484 5.483516 2.666667 0.000889 0.000000 0.000041 0.000000 0.000000 0.000000
iris 6 4 Global 150.000000 57.700000 98.666667 1.333333 92.000000 94.000000 6.000000 2.000000 0.000953 0.000000 0.000039 0.000000 0.000000 0.000000
iris 5 4 Global 150.000000 45.500000 95.629630 4.370370 94.666667 94.666667 5.333333 0.000000 0.001034 0.000000 0.000043 0.000000 0.000000 0.000000
iris 6 4 Global 150.000000 57.700000 98.666667 1.333333 92.000000 94.000000 6.000000 2.000000 0.000832 0.000000 0.000041 0.000000 0.000000 0.000000
iris 7 4 Global 150.000000 66.100000 98.000000 2.000000 92.000000 94.516484 5.483516 2.666667 0.001398 0.000000 0.000081 0.000000 0.000000 0.000000
iris 9 4 Global 150.000000 91.000000 99.407407 0.592593 87.333333 97.080586 2.919414 10.000000 0.000979 0.000000 0.000068 0.000000 0.000000 0.000000
