Database            Lab  #Cont  Global  #Ex             #Rules         #Train      #ErrorTrain  #Test      #TestWNC   #Error     %NC        TrainTime  Nose      TestTime
BNG_colic             2      7  Global  1000000.000000  736383.600000   98.142567     1.857433  51.003400  87.670258  12.329742  41.823600  24.208118  0.000000    9.119997  0.000000  0.000000  0.000000
BNG_cylinder-bands    2     18  Global  1000000.000000  900000.000000  100.000000     0.000000   0.007800  88.636364  11.363636  99.991200  72.890147  0.000000  151.968797  0.000000  0.000000  0.000000
BNG_lymph             2      3  Global  1000000.000000  250638.300000   94.745078     5.254922  80.180000  91.722234   8.277766  12.583900  18.084462  0.000000    1.759610  0.000000  0.000000  0.000000
BNG_eucalyptus        2     14  Global  1000000.000000  562120.900000   89.209367    10.790633  41.670900  51.097337  48.902663  18.448000  24.969190  0.000000   38.663844  0.000000  0.000000  0.000000
BNG_anneal            2      6  Global  1000000.000000  225229.800000   98.872156     1.127844  82.769000  98.049297   1.950703  15.584300  37.558594  0.000000    4.412750  0.000000  0.000000  0.000000
BNG_autos             2     15  Global  1000000.000000  698186.600000   94.083322     5.916678  50.407600  63.767859  36.232141  20.951400  29.707130  0.000000   54.542651  0.000000  0.000000  0.000000
BNG_pendigits         2     16  Global  1000000.000000   21130.900000   74.591600    25.408400  76.029500  76.029500  23.970500   0.000000  19.189003  0.000000   14.153462  0.000000  0.000000  0.000000
BNG_spectf_test       2     44  Global   600000.000000  152775.500000   87.999900    12.000100  61.832000  70.435724  29.564276  12.215000  28.466482  0.000000   42.717948  0.000000  0.000000  0.000000
